lbl,dflt
"account upgraded","Das Konto wurde erfolgreich aktualisiert.\n\nHinweis: Die App prüft nur einmal pro Tag, ob eine neue Version vorliegt. Möglicherweise müssen Sie sich abmelden und auf anderen Geräten erneut anmelden, um die neuen Funktionen zu sehen."
"manage users","Benutzer verwalten"
"to add users give us a call","Wenn Sie Ihrem Konto weitere Benutzer hinzufügen möchten, rufen Sie uns an"
"show quick start","Schnellstart anzeigen"
"must enter jsa","Sie müssen ein JSA eingeben, bevor Sie das Field Ticket öffnen können"
"must enter atp","Sie müssen eine Autorisierung zum Fortfahren eingeben, bevor Sie das Feld Ticket öffnen können."
"must enter fsp","Sie müssen den Sicherheitsplan überprüfen und unterschreiben, bevor Sie das Feldticket öffnen können."
"branch settings require lunch break","Firmeneinstellungen erfordern eine Mittagspause"
"payment history","Zahlungsverhalten"
"pmt","Pmt"
"amt","Amt."
"email receipt","E-Mail-Quittung"
"view receipt","Quittung ansehen"
"receipt","Quittung"
"multiple","Mehrere"
"barcode launching camera","Einschalten der Kamera, bitte warten..."
"camera not supported","Nicht verfügbar, da Ihr Gerät keine Kameraunterstützung bietet."
"allow camera access","Um auf diesen Bildschirm zugreifen zu können, müssen Sie die Verwendung der Kamera zulassen.  Bitte klicken Sie auf die Schaltfläche "Zulassen" auf dem Bildschirm."
"camera permission denied","Die Erlaubnis zur Verwendung der Kamera wurde verweigert. Bitte erlauben Sie die Verwendung der Kamera, um auf diese Funktion zugreifen zu können."
"barcode is not supported","* Linearer Code 93 wird nicht unterstützt"
"barcode instructions","Bitte achten Sie auf die Seriennummer, falls"
"barcode reader","Barcode-Leser"
"media not supported","Video-Streaming (Media Stream API) wird nicht unterstützt"
"barcode shadow may affect","* Schatten können das Scannen von Barcodes beeinträchtigen"
"tech demo mode","Tech View Demo-Modus"
"demo","Demo"
"time cards","Zeitkarten"
"time cards and payroll","Zeitkarten & Lohnabrechnung"
"tech dtl & sum","Techniker-Detailliert & Zusammenfassung"
"review tech time","Überprüfung Tech Time"
"job branch","Job-<LBLBRANCH>"
"show time in decimals","Zeit in Dezimalen anzeigen"
"show unpaid only","Nur unbezahlte anzeigen"
"show nonpay records","Unbezahlte Datensätze anzeigen"
"show clock in in","Uhr anzeigen In In"
"user dept type","Benutzer Abt. Typ"
"office / sales","Büro/Verkauf"
"technician / mechanic","Techniker / Mechaniker"
"sales","Vertrieb"
"mechanic","Mechaniker"
"in field","Im Feld"
"connecting to salesforce","Verbinden mit Salesforce"
"connect to salesforce","Verbindung zu Salesforce"
"salesforce auth success","Sie haben Ihr Salesforce-Konto erfolgreich verbunden. Sie können nun zurück zu Ihrer <APPNAME>-App gehen."
"sales force auth fail","Konnte sich nicht bei Salesforce authentifizieren. Grund: <ERRORMSG>"
"str","Str"
"ot","OT"
"dbl","Dbl"
"travel 1","Reisen 1"
"travel 2","Reisen 2"
"tot dur","Tot Dur"
"str tm","Str Tm"
"dbl tm","Dbl Tm"
"unpaid break","Unbezahlte Pause"
"cert","Zertifikat."
"daily str tot","Dly Str Tot"
"trav 1","Reise 1"
"trav 2","Trav 2"
"totals","Summen"
"break","Pause"
"auto correct ot...","Autokorrektur OT..."
"export","Exportieren"
"warnings","Warnungen"
"all","Alle"
"none","Keine"
"all completed jobs","Alle abgeschlossenen Aufträge"
"move time","Zeit verschieben"
"map","Karte"
"add clock in","Uhr einfügen"
"approve time","Zeit genehmigen"
"time already approved","Zeit bereits genehmigt."
"copy time from lead tech","Kopierzeit von Lead Tech"
"copy time from lead","Zeit vom Lead kopieren"
"cannot add workers once time card is approved","Sie können keine weiteren Arbeitnehmer hinzufügen, sobald die Zeitkarte genehmigt wurde."
"viewfttm warnings desc","FT-Nr. (d. h. 0000012345 oder Clock In): Die Zeit wurde nicht genehmigt\n\nStr Gesamtspalte (z. B. 8,50): Hat die Überstundenregeln der <LBLBRANCH> nicht erfüllt\n<span class="margin-left-30">Hinweis: PTO-Zeit ist von den Überstundenregeln ausgeschlossen</span>\n\nStartzeit - Endzeit (z. B. 7:00-12:00 Uhr): Überschneidende Zeiten gefunden"
"no record highlighted","Kein Datensatz hervorgehoben"
"cannot modify a summary record","Sie können einen Summensatz nicht ändern"
"all systems up","Alle Systeme einsatzbereit"
"data servers","Daten-Server"
"app servers","App-Server"
"other servers","Other-Server"
"partial outage","Teilweiser Ausfall"
"as of","Ab:"
"check all servers","Alle Server prüfen"
"manage clock in","Verwalten von Zeitein- und -ausgangsdaten"
"paid time off","Bezahlte Freizeit"
"at","Unter"
"duration","Dauer"
"email auth success","Erfolgreich authentifiziert mit <TYPE>"
"unable to retrieve email address","Aber wir waren nicht in der Lage, die E-Mail-Adresse abzurufen, mit der Sie sich authentifiziert haben (ja, das klingt seltsam, aber wir können Ihren E-Mail-Anbieter nicht kontrollieren ;) )\n<b>Bitte geben Sie die <em>E-Mail-Adresse</em>, mit der Sie sich in <APPNAME> authentifiziert haben, manuell unter Benutzereinstellungen ein</b>"
"email auth success submsg","Sie können nun zu Ihrer <APPNAME>-App zurückkehren und E-Mails über Ihr Konto versenden."
"email auth fail","Authentifizierung mit <TYPE> fehlgeschlagen"
"invalid email type","Ungültiger E-Mail-Typ übergeben / nicht unterstützt. Bitte kontaktieren Sie <APPNAME>, um Unterstützung für einen neuen E-Mail-Anbieter hinzuzufügen."
"email not approved","Sie haben die Verbindung zu Ihrem <TYPE>-Konto nicht genehmigt."
"time card can only be approved with times","Die Zeitkarte kann erst genehmigt werden, nachdem die Zeiten eingegeben wurden."
"must specify a user","Sie müssen einen Benutzer angeben."
"unusal amount of time are you sure","Das ist eine ungewöhnlich lange Zeitspanne. Sind Sie sicher, dass dies korrekt ist?"
"vacation","Urlaub"
"in date/time must be before out date/time","Eingangsdatum/-zeit muss vor Ausgangsdatum/-zeit liegen"
"vacation is normally pto flag as pto","Normalerweise sollte die Urlaubszeit als PTO (Paid Time Off) gekennzeichnet werden. Möchten Sie diese Urlaubszeit jetzt als PTO kennzeichnen?"
"can only delete clock in from here","Von hier aus können Sie nur Kommen-/Gehen-Datensätze löschen."
"permanently delete clock in","Dadurch wird der markierte Zeitdatensatz endgültig gelöscht. Sind Sie sicher?"
"send email through","E-Mails senden durch"
"send test email","Test senden \n E-Mail"
"email account","E-Mail Login.Acct*"
"email password","E-Mail-Passwort"
"smtp email hint","* Muss sich beim SMTP-Server der <LBLBRANCH> authentifizieren können"
"gmail office365 hint","* Authentifizierung mit <TYPE> im Browser"
"cenpoint email hint","* E-Mails kommen von messages@cenpoint.com, Antworten gehen an Ihre E-Mail"
"reset cred","Zurücksetzen \n Anmeldeinformationen"
"emailpwd updated","E-Mail-Passwort aktualisiert"
"must enter email addr","Sie müssen Ihre E-Mail-Adresse eingeben."
"must enter email pwd","Sie müssen Ihr E-Mail-Passwort eingeben."
"must enter email acct","Sie müssen Ihr E-Mail-Login eingeben."
"must authenticate","Sie müssen sich bei Ihrem E-Mail-Anbieter authentifizieren, bevor Sie eine Test-E-Mail senden können."
"sign in with email provider","Anmeldung mit <TYPE>"
"must be signed in as this user","Sie müssen als dieser Benutzer bei <APPNAME> angemeldet sein, um die Autorisierung im Browser vornehmen zu können."
"email set up","Herzlichen Glückwunsch! Ihre E-Mail scheint korrekt eingerichtet zu sein / zu funktionieren."
"email not set up","Oh je :(\n Es sieht so aus, als ob Ihre E-Mail-Einstellungen nicht ganz richtig sind. Haben Sie einen Tippfehler in Ihrer E-Mail oder Ihrem Passwort?"
"email reset cred","Sind Sie sicher, dass Sie Ihre E-Mail-Autorisierung für <TYPE> zurücksetzen möchten?"
"email reset cred success","Die E-Mail-Anmeldedaten wurden zurückgesetzt. Bitte autorisieren Sie <APPNAME> erneut, um E-Mails versenden zu können."
"email reset cred fail","Fehler beim Zurücksetzen der E-Mail-Anmeldedaten"
"already granted","(Bereits bewilligt)"
"change email app","Sie sind derzeit mit <TYPE> authentifiziert.\n Wenn Sie zu einer anderen Art des E-Mail-Versands wechseln, wird Ihre aktuelle Authentifizierung gelöscht.\n Sind Sie sicher, dass Sie zu <NEWTYPE> wechseln möchten?"
"set change","Einstellen / Ändern"
"change","Ändern Sie"
"dflt email txt","Standard-E-Mail-Text (d. h. Signatur, Haftungsausschlüsse usw.)"
"dflt email txt note","Hinweis: Unterstützt HTML. Fügen Sie Ihre eigenen Tags hinzu, wenn Sie sich wohl fühlen"
"save email signature","Unterschrift speichern"
"confirm email logo change","Sie haben derzeit <LOGO> als Ihr E-Mail-Logo. Sind Sie sicher, dass Sie es <ACTION> wollen?\n HINWEIS: Dies kann nicht rückgängig gemacht werden."
"logo","Logo"
"logo link","Logo Link"
"outlook msg","Ihre Benutzer-E-Mails sind derzeit so eingestellt, dass sie über Outlook gesendet werden. Diese Option steht im Portal nicht zur Verfügung. Bitte senden Sie diese E-Mail stattdessen über die Desktop-Version."
"outlook hint","* Sendet immer von der Standard-E-Mail in Outlook, das auf dem Computer installiert ist"
"return to user settings","Rückkehr zu den Benutzereinstellungen in"
"approve all time","Alle Zeiten genehmigen"
"approve all time for the week for user","Genehmige alle Zeiten für die Woche für: <USER>?"
"approve","Genehmigen Sie"
"fix ot help","Wir wenden Ihre Überstundenregeln in der folgenden Reihenfolge an:\n\n1. Ganztägige Regeln (d.h. Samstag = Überstunden)\n2. Tägliches Double (d.h. nach 10 Stunden = Dbl)\n3. Tägliches OT (d.h. nach 8 Stunden = OT)\n4. Nächtliche Regeln (d.h. zwischen 18 Uhr und 6 Uhr ist OT)\n5. Wöchentliche OT-Regeln (d. h. nach 40 Stunden = OT)\n\nBeachten Sie das Folgende:\n- Wenn die Zeit einmal auf OT verschoben wurde, wird sie nie wieder auf die gerade Zeit zurückgeschoben.\n- Wenn die Zeit einmal in die doppelte Zeit verschoben wurde, wird sie nie wieder in die OT oder die gerade Zeit zurückgeschoben."
"how does this work","Wie funktioniert das?"
"fix ot warn cur tech","OT-Warnungen nur für aktuelle Techniker (<USER>) beheben"
"fix ot warn all tech","OT-Warnungen für alle Techniker beheben"
"reset all time straight cur tech","Alle Zeiten auf gerade Zeit zurücksetzen Nur für den aktuellen Techniker (<USER>)"
"reset all time straight all tech","Alle Zeiten für alle Techniker auf gerade Zeiten zurücksetzen"
"resetting time to str user","Zeit auf gerade Zeit zurücksetzen\n<USER>"
"fixing ot warnings user","Anwendung von OT-Regeln\n<USER>"
"you have warnings ot rules are you sure","Sie haben <WARNCNT> Warnungen. Warnungen weisen auf die Nichteinhaltung definierter lower(<LBLBRANCH>) Überstundenregeln hin. Sind Sie sicher, dass Sie fortfahren und drucken möchten?"
"you have non pay checked may cause records to print you dont want are you sure","Sie haben '<LBL>' markiert. Dies kann dazu führen, dass Datensätze gedruckt werden, die nicht für die Abrechnung verwendet werden sollten. Sind Sie sicher, dass Sie fortfahren und drucken möchten?"
"for cur tech","Für den aktuellen Techniker (<USER>)"
"for all techs","Für alle Techniker"
"time card detail report","Zeitkarten-Detailbericht"
"time card summary report","Zeitkarten-Zusammenfassungsbericht"
"payroll detail report","Detailbericht zur Gehaltsabrechnung"
"payroll summary report","Zusammenfassender Bericht zur Gehaltsabrechnung"
"no records to print","Keine Datensätze zu drucken."
"no records to export","Keine Datensätze zu exportieren."
"all techs","Alle Techniker"
"generating report","Bericht generieren"
"techs not printed not time found for date range","<CNT> Techniker wurden nicht gedruckt. Keine Zeit für Datumsbereich gefunden."
"fix ot warn","OT-Warnungen korrigieren"
"cur tech","Aktuelle Technik (<USER>)"
"reset all time straight","Alle Zeiten auf gerade Zeit zurücksetzen"
"help","Hilfe"
"detecting warnings...","Erkennen von Warnungen..."
"show warnings in tech list","Warnungen in der technischen Liste anzeigen"
"generating file","Datei generieren"
"default","Standard"
"standard exports","Standard-Ausfuhren"
"excel time card file - full","Excel Zeitkartendatei - Vollständig"
"excel time card file - simple","Excel Zeitkartendatei - einfach"
"excel time card file - total only","Excel-Zeitkartendatei - nur Summe"
"excel payroll file - full","Excel Gehaltsabrechnungsdatei - Vollständig"
"excel payroll file - simple","Excel-Lohnabrechnungsdatei - einfach"
"excel payroll file - simple (with category)","Excel-Lohnabrechnungsdatei - einfach (mit Kategorie)"
"excel payroll file - location","Excel-Gehaltsabrechnungsdatei - Standort"
"update","Update"
"not this time","Diesmal nicht"
"different export file update to","Dies ist ein anderer Dateiexport als der, den Sie normalerweise verwenden. Möchten Sie Ihren Standard-Dateiexport auf: <DESC>?"
"quick add","Schnell hinzufügen"
"pre pay cc","Vorauszahlung mit CC nach dem Speichern"
"pre auth cc","Vor-Authentifizierung. CC Nach Speichern"
"site contact same as ordered","Kontakt vor Ort Gleich wie bestellt von"
"clear contact","Klarer Kontakt"
"add more tasks","Weitere \nAufgaben hinzufügen"
"cont full job view","Weiter \n Vollständig \n Jobansicht"
"addl tech","Zusätzliche Technik"
"forecast","Vorhersage"
"confirm job full view","Wenn Sie zur Vollansicht wechseln, wird der Auftrag gespeichert. Sind Sie sicher, dass Sie fortfahren möchten?"
"to do","Zu tun"
"start typing","Tippen Sie los..."
"task name required","Taskname ist erforderlich"
"must specify start time for wo","Muss Startzeit für WO angeben"
"user preferences","Benutzerpräferenzen"
"auto flag jobs entered","Alle eingegebenen Aufträge automatisch als geprüft kennzeichnen"
"job add mode","Modus "Auftrag hinzufügen"
"job full view","Vollständige Jobansicht"
"confirm job full view","Wenn Sie zur Vollansicht wechseln, wird der Auftrag gespeichert. Sind Sie sicher, dass Sie fortfahren möchten?"
"job quick add","Job Schnellzugabe"
"must select a tech before veh pick","Sie müssen einen leitenden Techniker auswählen, bevor Sie ein Fahrzeug auswählen, oder es auf "Nicht zugewiesen" setzen."
"tentative start dt","Zelten. Start Dt"
"view contact info","Kontaktinformationen anzeigen"
"electronic payments","Elektronischer Zahlungsverkehr"
"accept electronic payments in app","Elektronische Zahlungen in <APPNAME> akzeptieren"
"merchant","Händler"
"stripe branch desc","<APPNAME> hat sich in Stripe integriert, um eine direkte Zahlungsabwicklung in <APPNAME> zu ermöglichen.\n\nUm Zahlungen in <APPNAME> abwickeln zu können, müssen Sie ein Stripe-Konto haben. Die Einrichtung ist kostenlos und es fallen keine monatlichen Mindestanforderungen oder Gebühren an. Worauf warten Sie noch? Tun Sie es einfach schon ;)\n\nBitte erstellen Sie ein Stripe-Konto (falls Sie noch keines haben) und autorisieren Sie <APPNAME>, mit Stripe zu kommunizieren."
"clover branch desc","<APPNAME> hat sich in Clover Connect integriert, um eine direkte Zahlungsabwicklung in <APPNAME> zu ermöglichen.\n\nUm Zahlungen in <APPNAME> abwickeln zu können, müssen Sie ein Clover Connect-Konto haben. Die Einrichtung ist kostenlos und es fallen keine monatlichen Mindestanforderungen oder Gebühren an. Worauf warten Sie noch? Tun Sie es einfach schon ;)\n\nBitte erstellen Sie ein Clover Connect-Konto (falls Sie noch keines haben) und autorisieren Sie <APPNAME>, mit Clover Connect zu kommunizieren.\n\nHINWEIS: Clover Connect ist die Abteilung für integrierte Zahlungen von Fiserv, und CardPointe ist deren Zahlungsgateway. Sie können E-Mails von jedem der beiden Unternehmen erhalten, die austauschbar sind."
"create account authorize","Konto erstellen / \n<APPNAME> autorisieren"
"accept credit card payments","Zahlungen per Kreditkarte akzeptieren"
"convenience fee","Gebühr für Annehmlichkeiten"
"add fee to inv when paying by cc","Gebühr zur Rechnung hinzufügen, wenn Sie mit Kreditkarte zahlen"
