lbl,dflt
"outlook hint","* Sempre envia a partir do e-mail padrão no Outlook instalado no computador"
"return to user settings","Retornando às configurações do usuário em"
"approve all time","Aprovar o tempo todo"
"approve all time for the week for user","Aprovar todo o tempo para a semana: <USER>?"
"approve","Aprovar"
"fix ot help","Aplicamos suas regras de horas extras na seguinte ordem:\n\n1. Regras do dia inteiro (ou seja, sábado = OT)\n2. Duplo diário (ou seja, após 10 Hrs = Dbl)\n3. OT diário (ou seja, após 8 Hrs = OT)\n4. Regras noturnas (ou seja, entre as 18h e as 6h é OT)\n5. Regras semanais do OT (isto é, após 40 Hrs = OT)\n\nObserve o seguinte:\n- Uma vez que o tempo tenha sido movido para OT, ele nunca é movido de volta para o tempo reto\n- Uma vez que o tempo tenha sido movido para o dobro, ele nunca é movido de volta para o OT ou o tempo reto"
"how does this work","Como isso funciona?"
"fix ot warn cur tech","Fixar Avisos OT para Técnica Atual (<USER>) Apenas"
"fix ot warn all tech","Fixação de Avisos OT para todos os técnicos"
"reset all time straight cur tech","Reset All Time to Straight Time For Current Tech (<USER>) Apenas"
"reset all time straight all tech","Reiniciar o tempo todo para o tempo reto para todos os técnicos"
"resetting time to str user","Redefinindo o tempo para o tempo reto\n<USER>"
"fixing ot warnings user","Aplicação das regras OT\n<USER>"
"you have warnings ot rules are you sure","Você tem <WARNCNT> avisos. As advertências indicam o não cumprimento das regras de horas extras definidas para o lower(<LBLBRANCH>). Você tem certeza de que deseja prosseguir e imprimir?"
"you have non pay checked may cause records to print you dont want are you sure","Você tem '<LBL>' verificado. Isto pode causar a impressão de registros que não devem ser usados para a folha de pagamento. Você tem certeza de que deseja prosseguir e imprimir?"
"for cur tech","Para a tecnologia atual (<USER>)"
"for all techs","Para todos os técnicos"
"time card detail report","Relatório detalhado da folha de ponto"
"time card summary report","Relatório resumido da folha de ponto"
"payroll detail report","Relatório detalhado da folha de pagamento"
"payroll summary report","Relatório de resumo da folha de pagamento"
"no records to print","Não há registros para imprimir."
"no records to export","Não há registros para exportar."
"all techs","Todos os Techs"
"generating report","Relatório de geração"
"techs not printed not time found for date range","<CNT> os técnicos não foram impressos. Não foi encontrado tempo para o intervalo de datas."
"fix ot warn","Consertar Avisos OT"
"cur tech","Tecnologia atual (<USER>)"
"reset all time straight","Redefinir o tempo todo para o tempo reto"
"help","Ajuda"
"detecting warnings...","Detectando Avisos..."
"show warnings in tech list","Mostrar Avisos na Lista Técnica"
"generating file","Geração de arquivo"
"default","Predefinição"
"standard exports","Exportações padrão"
"excel time card file - full","Arquivo da folha de ponto Excel - Completo"
"excel time card file - simple","Arquivo da folha de ponto Excel - Simples"
"excel time card file - total only","Arquivo da folha de ponto Excel - Apenas total"
"excel payroll file - full","Arquivo Excel de folha de pagamento - Completo"
"excel payroll file - simple","Arquivo Excel de folha de pagamento - Simples"
"excel payroll file - simple (with category)","Arquivo Excel de folha de pagamento - Simples (com categoria)"
"excel payroll file - location","Arquivo Excel de folha de pagamento - Localização"
"update","Atualização"
"not this time","Não desta vez"
"different export file update to","Esta é uma exportação de arquivos diferente do que você normalmente usa. Você gostaria de mudar sua exportação de arquivo padrão para ser: <DESC>?"
"quick add","Adição rápida"
"pre pay cc","Pré-pagamento com CC após salvar"
"pre auth cc","Pré-autenticidade. CC Depois de Salvar"
"site contact same as ordered","Contato do site Igual ao encomendado por"
"clear contact","Contato claro"
"add more tasks","Adicionar mais \n Tarefas"
"cont full job view","Continuar \n Na íntegra \n Visão de trabalho"
"addl tech","Tecnologia Addt'l"
"forecast","Previsão"
"confirm job full view","A mudança para a visualização total salvará o trabalho. Você tem certeza de que quer continuar?"
"to do","A Fazer"
"start typing","Comece a digitar..."
"task name required","O nome da tarefa é necessário"
"must specify start time for wo","Deve especificar a hora de início para WO"
"user preferences","Preferências do usuário"
"auto flag jobs entered","Bandeira automática Todos os trabalhos entrados como revisados"
"job add mode","Modo Adicionar Trabalho"
"job full view","Visão completa do trabalho"
"confirm job full view","A continuação da visualização completa do trabalho salvará o trabalho e todos os detalhes. Você tem certeza de que quer continuar?"
"job quick add","Trabalho Rápido Adicionar"
"must select a tech before veh pick","Deve selecionar um Lead Tech antes de escolher o veículo ou defini-lo como "Unassigned"."
"tentative start dt","Tenda. Iniciar Dt"
"view contact info","Ver Informações de contato"
"electronic payments","Pagamentos eletrônicos"
"accept electronic payments in app","Aceitar pagamentos eletrônicos no <APPNAME>"
"merchant","Comerciante"
"stripe branch desc","<APPNAME> se integrou com Stripe para permitir o processamento de pagamentos diretos no <APPNAME>.\n\nPara processar pagamentos em <APPNAME>, você deve ter uma conta de Listras. Esta é uma configuração gratuita, sem exigências ou encargos mínimos mensais. Do que você está esperando? Apenas faça isso já ;)\n\nPor favor, crie uma conta de Stripe (se você ainda não tem uma) e depois autorize a <APPNAME> a falar com Stripe."
"clover branch desc","<APPNAME> se integrou com Clover Connect para permitir o processamento de pagamentos diretos no <APPNAME>.\n\nPara processar pagamentos em <APPNAME>, você deve ter uma conta de Listras. Esta é uma configuração gratuita, sem exigências ou encargos mínimos mensais. Do que você está esperando? Apenas faça isso já ;)\n\nPor favor, crie uma conta de Clover Connect (se você ainda não tem uma) e depois autorize a <APPNAME> a falar com Clover Connect.\n\nOBSERVAÇÃO: A Clover Connect é a divisão de pagamentos integrados da Fiserv, e a CardPointe é seu gateway de pagamento. Você pode receber e-mails de qualquer uma delas de forma intercambiável."
"create account authorize","Criar conta / \nAutorizar o <APPNAME>"
"accept credit card payments","Aceitar pagamentos com cartão de crédito"
"convenience fee","Taxa de conveniência"
"add fee to inv when paying by cc","Adicionar taxa à fatura ao pagar com cartão de crédito"
"accept ach payments","Aceitar pagamentos da ACH (Banco)"
"max cc amount","Máx CC Pmt Amt"
"no cc fee if under","Sem taxa para Pmts Under"
"0 = no max","0 = Sem Max"
"(0 = no max)","(0 = Sem máximo)"
"copy auth from branch","Cópia Auth. \nDa <LBLBRANCH>..."
"copy","Cópia"
"only copy merchant auth if share same bank account","Só se deve copiar a autorização se este inferior(<LBLBRANCH>) partilhar a mesma conta bancária que o já autorizado <APPNAME> inferior(<LBLBRANCH>).\n\nCaso contrário, crie/autorize uma conta <MERCHANT> diferente para que os pagamentos sejam efectuados para a conta bancária correcta"
"reset merchant auth","Você tem certeza de que quer reiniciar a integração <MERCHANT>?"
"understand a fee will be added to charge","Eu entendo que um <DESC> de <FEEAMT> será adicionado a esta carga"
"optionally add fee to charge","Adicione um <DESC> de <FEEAMT> a esta carga"
"payment amount","Valor do pagamento"
"submit payment","Submeter pagamento"
"must check before submit pmt","Você deve marcar "<CHECKLBL>" antes de poder submeter este pagamento"
"save pmt method for future payments","Economize para uso futuro"
"create contact from cust","Criar contato do cliente"
"printed task notes","Notas de tarefas impressas"
"site contact is job only","<NOME> é apenas um desprezo pelo trabalho e não pode ser definido como o ordenado por."
"no ordered by","Encomendado por contato não está definido. Por favor, selecione ordenado por e tente novamente!"
"no task assigned hours","A tarefa não foi designada por horas. Por favor, defina as horas e tente novamente!"
"invalid contact type","Tipo de contato inválido"
"invalid branch cust","Este trabalho é especificado como um <BRANCH> trabalho, porém o cliente selecionado não está disponível para a lower(<LBLBRANCH>) <BRANCH>. Cliente inválido selecionado."
"sel new cust","Selecione Novo Cliente"
"change branch","Mudança de <LBLBRANCH>"
"change cust","Mudança de cliente."
"findbldrbrch info","Este cliente está disponível em mais de uma lower(<LBLBRANCH>). Por favor, selecione a lower(<LBLBRANCH>) para este trabalho."
"branches avail to cust","<LBLBRANCHES> disponíveis para o cliente"
"enter new payment method","Entre em Nova Forma de Pagamento"
"must select a payment method","Você deve selecionar uma forma de pagamento"
"sel cust branch","Selecione a <LBLBRANCH> do cliente"
"pay now","Pague agora"
"electronic funds transfer","Transferência Eletrônica de Fundos (EFT)"
"insp id","Insp. ID"
"no redirect url found","Nenhuma url de redirecionamento encontrada"
"invalid credentials","Credenciais inválidas"
"sign in to continue","Entrar para continuar"
"modify insp","Modificar a inspeção"
"invoice cannot be below 0 change adjustment","O preço desta fatura é inferior a US$ 0,00 (provavelmente devido a um ajuste em um item de linha de Field Ticket).\n\nAs faturas não podem ser negativas. Favor remover/alterar o ajuste e tentar novamente."
"current reading","Leitura atual"
"drag files to card","Arquivo(s) Drag/Drop em qualquer lugar no cartão para adicionar"
"veh/equip","Veh/Equipamento"
"odo/eng hrs","Odo/Eng. Odo/Eng."
"tech sigs","Sigs tecnológicos"
"cust sigs","Sigs de cliente"
"other sigs","Outros Sigs"
"pic count","Fig. Conde"
"modify","Modificar"
"insp not on ft","Esta inspeção não pertence a um bilhete de campo."
"insp odo eng hour change","Somente a inspeção do veículo/equipamento suporta leituras de odômetro/ hora do motor."
"job reports","Relatórios de empregos"
"inspection copied","Inspeção Copiada"
"import cust from qb online","Importar clientes da QuickBooks® Online"
"import inv from qb online","Importar Faturas da QuickBooks® Online"
"print with inv","Imprimir com Fatura"
"must select equip","Você deve selecionar um equipamento."
"load files","Carregar arquivo(s) / Imagem(s)"
"sign out have pending save warning","Você tem <CNT> itens ainda pendentes de serem salvos. Se você assinar, eles serão perdidos."
"doc info","Informações do documento"
"save now","Salve Agora"
"hide from techs","Esconder-se da Techs"
"files to load","Arquivos para carregar"
"drag files here","Arraste aqui o(s) arquivo(s)"
"must give doc descript","Você deve dar aos documentos uma descrição (ou seja, 'Contrato Inicial', etc.)"
"must specify cat","Você deve especificar uma categoria."
"must specify file to import","Você deve especificar pelo menos um arquivo para importar."
"must rename file name","Os nomes dos arquivos (incluindo extensão) não podem ser maiores que <MAXFILENGTH> char.\nFavor renomear arquivo: <NAME> e tente novamente."
"file already exists on server","Arquivo <NOME> já existe no servidor. Você gostaria de substituí-lo?\nNOTA: Este NÃO PODE ser desfeito"
"replace","Substitua"
"file already added","Arquivo já adicionado à lista de importação."
"multi select","Selecione Múltiplos"
"must select docs to download","Você deve selecionar pelo menos 1 documento para download."
